target_id	length	eff_length	est_counts	tpm
TRINITY_DN6819_c0_g2_i1	265	109.28	0	0
TRINITY_DN6846_c0_g1_i1	1842	1676.14	0	0
TRINITY_DN6846_c0_g1_i2	1684	1518.14	0	0
TRINITY_DN6846_c0_g1_i3	1781	1615.14	0	0
TRINITY_DN6846_c0_g1_i4	1731	1565.14	0	0
TRINITY_DN6846_c0_g1_i5	1735	1569.14	0	0
TRINITY_DN6846_c0_g1_i6	1832	1666.14	0	0
TRINITY_DN6846_c0_g1_i7	1785	1619.14	0	0
TRINITY_DN6846_c0_g1_i8	1706	1540.14	0	0
TRINITY_DN6846_c0_g1_i9	1734	1568.14	0	0
TRINITY_DN6846_c0_g2_i1	397	233.562	0	0
TRINITY_DN6894_c0_g1_i1	1837	1671.14	0	0
TRINITY_DN6894_c0_g1_i2	1533	1367.14	0	0
TRINITY_DN6894_c0_g1_i3	1933	1767.14	0	0
TRINITY_DN6894_c0_g1_i4	1596	1430.14	0	0
TRINITY_DN6894_c0_g1_i5	1889	1723.14	0	0
TRINITY_DN6894_c1_g1_i1	3625	3459.14	0	0
TRINITY_DN6894_c1_g1_i2	3578	3412.14	0	0
TRINITY_DN6894_c1_g1_i3	3633	3467.14	0	0
TRINITY_DN6894_c1_g1_i4	3523	3357.14	0	0
TRINITY_DN6894_c1_g1_i5	3673	3507.14	0	0
TRINITY_DN6894_c1_g1_i6	3578	3412.14	0	0
TRINITY_DN6894_c1_g1_i7	3630	3464.14	0	0
TRINITY_DN6894_c1_g1_i8	3625	3459.14	0	0
TRINITY_DN6894_c1_g1_i9	3570	3404.14	0	0
TRINITY_DN6894_c1_g1_i10	3575	3409.14	0	0
TRINITY_DN6894_c1_g1_i11	3728	3562.14	0	0
TRINITY_DN6853_c0_g1_i1	268	111.438	0	0
TRINITY_DN6853_c0_g2_i1	1114	948.14	0	0
TRINITY_DN6853_c0_g2_i2	1107	941.14	0	0
TRINITY_DN6853_c0_g2_i3	1163	997.14	0	0
TRINITY_DN6853_c0_g2_i4	1058	892.14	0	0
TRINITY_DN6853_c0_g2_i5	1112	946.14	0	0
TRINITY_DN6874_c0_g1_i1	1037	871.14	0	0
TRINITY_DN6874_c0_g1_i2	979	813.14	0	0
TRINITY_DN6874_c0_g1_i3	814	648.14	0	0
TRINITY_DN6887_c0_g1_i1	1786	1620.14	0	0
TRINITY_DN6887_c0_g1_i2	1729	1563.14	0	0
TRINITY_DN6887_c0_g1_i3	1780	1614.14	0	0
TRINITY_DN6887_c0_g1_i4	1731	1565.14	0	0
TRINITY_DN6887_c0_g1_i5	1784	1618.14	0	0
TRINITY_DN6887_c0_g1_i6	213	76.6688	0	0
TRINITY_DN6887_c0_g1_i7	1890	1724.14	0	0
TRINITY_DN6887_c0_g1_i8	1835	1669.14	0	0
TRINITY_DN6887_c0_g1_i9	1734	1568.14	0	0
TRINITY_DN6887_c0_g1_i10	1733	1567.14	0	0
TRINITY_DN6887_c0_g1_i11	1789	1623.14	0	0
TRINITY_DN6887_c0_g1_i12	1593	1427.14	0	0
TRINITY_DN6887_c0_g1_i13	1678	1512.14	0	0
TRINITY_DN6887_c0_g1_i14	1729	1563.14	0	0
TRINITY_DN6887_c0_g1_i15	1648	1482.14	0	0
TRINITY_DN6822_c0_g1_i1	3156	2990.14	0	0
TRINITY_DN6822_c0_g1_i2	3143	2977.14	0	0
TRINITY_DN6822_c0_g1_i3	3093	2927.14	0	0
TRINITY_DN6822_c0_g1_i4	377	215.415	0	0
TRINITY_DN6822_c0_g1_i5	3021	2855.14	0	0
TRINITY_DN6822_c0_g1_i6	3215	3049.14	0	0
TRINITY_DN6822_c0_g2_i1	1071	905.14	0	0
TRINITY_DN6822_c1_g1_i1	361	199.415	0	0
TRINITY_DN6810_c0_g1_i1	974	808.14	0	0
TRINITY_DN6810_c0_g2_i1	1617	1451.14	0	0
TRINITY_DN6810_c0_g3_i1	407	243.47	0	0
TRINITY_DN6810_c0_g4_i1	495	330.531	0	0
TRINITY_DN6810_c0_g5_i1	1472	1306.14	0	0
TRINITY_DN6810_c0_g5_i2	1457	1291.14	0	0
TRINITY_DN6810_c0_g5_i3	1524	1358.14	0	0
TRINITY_DN6810_c0_g5_i4	308	146.415	0	0
TRINITY_DN6810_c0_g6_i1	2007	1841.14	0	0
TRINITY_DN6810_c0_g6_i2	1877	1711.14	0	0
TRINITY_DN6810_c0_g6_i3	2130	1964.14	0	0
TRINITY_DN6810_c0_g6_i4	1968	1802.14	0	0
TRINITY_DN6810_c0_g6_i5	2076	1910.14	0	0
TRINITY_DN6810_c0_g7_i1	1567	1401.14	0	0
TRINITY_DN6810_c0_g8_i1	903	737.14	0	0
TRINITY_DN6810_c0_g9_i1	467	302.531	0	0
TRINITY_DN6810_c0_g10_i1	215	76.3255	0	0
TRINITY_DN6885_c0_g1_i1	274	117.438	0	0
TRINITY_DN6885_c0_g1_i2	272	115.438	0	0
TRINITY_DN6885_c0_g1_i3	292	135.438	0	0
TRINITY_DN6885_c0_g2_i1	272	115.438	0	0
TRINITY_DN6885_c0_g2_i2	270	113.438	0	0
TRINITY_DN6885_c0_g3_i1	214	77.6688	0	0
TRINITY_DN6885_c0_g4_i1	248	97.8283	0	0
TRINITY_DN6885_c0_g4_i2	250	96.9175	0	0
TRINITY_DN6885_c0_g4_i3	268	111.438	0	0
TRINITY_DN6885_c0_g5_i1	242	91.9881	0	0
TRINITY_DN6885_c0_g6_i1	215	76.3255	0	0
TRINITY_DN6885_c0_g7_i1	216	76.0115	0	0
TRINITY_DN6812_c0_g1_i1	905	739.14	0	0
TRINITY_DN6812_c0_g2_i1	527	361.14	0	0
TRINITY_DN6812_c0_g3_i1	718	552.14	0	0
TRINITY_DN6812_c0_g4_i1	6082	5916.14	0	0
TRINITY_DN6812_c0_g4_i2	6194	6028.14	0	0
TRINITY_DN6812_c0_g4_i3	6068	5902.14	0	0
TRINITY_DN6812_c0_g4_i4	6119	5953.14	0	0
TRINITY_DN6812_c0_g4_i5	6196	6030.14	0	0
TRINITY_DN6812_c0_g4_i6	6117	5951.14	0	0
TRINITY_DN6812_c0_g4_i7	6131	5965.14	0	0
TRINITY_DN6812_c0_g4_i8	6145	5979.14	0	0
TRINITY_DN6888_c0_g1_i1	3264	3098.14	0	0
TRINITY_DN6888_c0_g1_i2	3217	3051.14	0	0
TRINITY_DN6872_c1_g1_i1	493	328.531	0	0
TRINITY_DN6872_c1_g1_i2	592	426.14	0	0
TRINITY_DN6872_c1_g1_i3	526	360.14	0	0
TRINITY_DN6872_c1_g1_i4	542	376.14	0	0
TRINITY_DN6872_c1_g2_i1	562	396.14	0	0
TRINITY_DN6872_c1_g2_i2	501	335.14	0	0
TRINITY_DN6872_c1_g2_i3	271	114.438	0	0
TRINITY_DN6872_c1_g3_i1	651	485.14	0	0
TRINITY_DN6872_c1_g3_i2	665	499.14	0	0
TRINITY_DN6872_c1_g3_i3	457	292.531	0	0
TRINITY_DN6872_c1_g3_i4	718	552.14	0	0
TRINITY_DN6872_c1_g4_i1	209	75.9806	0	0
TRINITY_DN6872_c1_g5_i1	289	132.438	0	0
TRINITY_DN6872_c1_g6_i1	253	98.3535	0	0
TRINITY_DN6818_c0_g1_i1	725	559.14	0	0
TRINITY_DN6818_c0_g2_i1	396	232.562	0	0
TRINITY_DN6818_c0_g3_i1	1287	1121.14	0	0
TRINITY_DN6818_c0_g3_i2	590	424.14	0	0
TRINITY_DN6818_c0_g3_i3	540	374.14	0	0
TRINITY_DN6844_c0_g1_i1	339	177.415	0	0
TRINITY_DN6844_c0_g2_i1	474	309.531	0	0
TRINITY_DN6844_c0_g2_i2	523	357.14	0	0
TRINITY_DN6844_c0_g2_i3	443	278.531	0	0
TRINITY_DN6844_c0_g2_i4	428	263.531	0	0
TRINITY_DN6844_c0_g2_i5	453	288.531	0	0
TRINITY_DN6844_c0_g2_i6	487	322.531	0	0
TRINITY_DN6875_c0_g1_i1	252	98.8377	0	0
TRINITY_DN6875_c0_g2_i1	231	86.1986	0	0
TRINITY_DN6875_c0_g3_i1	236	89.4032	0	0
TRINITY_DN6875_c0_g4_i1	235	88.4032	0	0
TRINITY_DN6875_c0_g5_i1	246	95.8283	0	0
TRINITY_DN6875_c0_g6_i1	283	126.438	0	0
TRINITY_DN6875_c0_g7_i1	274	117.438	0	0
TRINITY_DN6875_c0_g8_i1	538	372.14	0	0
TRINITY_DN6875_c0_g8_i2	446	281.531	0	0
TRINITY_DN6875_c0_g8_i3	489	324.531	0	0
TRINITY_DN6856_c0_g1_i1	1850	1684.14	0	0
TRINITY_DN6856_c0_g1_i2	2662	2496.14	0	0
TRINITY_DN6856_c0_g1_i3	1911	1745.14	0	0
TRINITY_DN6856_c0_g1_i4	2717	2551.14	0	0
TRINITY_DN6856_c0_g1_i5	2558	2392.14	0	0
TRINITY_DN6856_c0_g1_i6	2723	2557.14	0	0
TRINITY_DN6856_c0_g1_i7	868	702.14	0	0
TRINITY_DN6856_c0_g1_i8	2724	2558.14	0	0
TRINITY_DN6856_c0_g1_i9	2664	2498.14	0	0
TRINITY_DN6856_c0_g1_i10	2563	2397.14	0	0
TRINITY_DN6856_c0_g1_i11	2609	2443.14	0	0
TRINITY_DN6856_c0_g1_i12	1849	1683.14	0	0
TRINITY_DN6856_c0_g1_i13	2503	2337.14	0	0
TRINITY_DN6856_c0_g1_i14	2663	2497.14	0	0
TRINITY_DN6856_c0_g1_i15	1965	1799.14	0	0
TRINITY_DN6856_c0_g1_i16	2669	2503.14	0	0
TRINITY_DN6856_c0_g1_i17	2778	2612.14	0	0
TRINITY_DN6856_c0_g1_i18	1910	1744.14	0	0
TRINITY_DN6836_c0_g1_i1	315	153.415	0	0
TRINITY_DN6836_c0_g1_i2	257	101.405	0	0
TRINITY_DN6836_c0_g2_i1	275	118.438	1	8.73439
TRINITY_DN6836_c0_g3_i1	425	260.531	0	0
TRINITY_DN6836_c0_g3_i2	299	140.388	0	0
TRINITY_DN6836_c0_g3_i3	298	139.388	0	0
TRINITY_DN6836_c0_g3_i4	241	90.9881	0	0
TRINITY_DN6836_c0_g4_i1	263	107.28	0	0
TRINITY_DN6836_c0_g5_i1	425	260.531	0	0
TRINITY_DN6836_c0_g6_i1	290	133.438	0	0
TRINITY_DN6836_c0_g6_i2	324	162.415	0	0
TRINITY_DN6836_c0_g7_i1	248	97.8283	0	0
TRINITY_DN6836_c0_g8_i1	317	155.415	0	0
TRINITY_DN6836_c0_g9_i1	263	107.28	0	0
TRINITY_DN6828_c0_g1_i1	889	723.14	0	0
TRINITY_DN6828_c0_g2_i1	1114	948.14	0	0
TRINITY_DN6828_c1_g1_i1	632	466.14	0	0
TRINITY_DN6828_c1_g2_i1	1967	1801.14	0	0
TRINITY_DN6828_c1_g2_i2	1957	1791.14	0	0
TRINITY_DN6828_c1_g2_i3	1731	1565.14	0	0
TRINITY_DN6828_c1_g2_i4	1777	1611.14	0	0
TRINITY_DN6828_c1_g2_i5	1953	1787.14	0	0
TRINITY_DN6828_c1_g2_i6	1941	1775.14	0	0
TRINITY_DN6828_c1_g2_i7	1879	1713.14	0	0
TRINITY_DN6828_c1_g2_i8	1847	1681.14	0	0
TRINITY_DN6828_c1_g2_i9	1793	1627.14	0	0
TRINITY_DN6828_c1_g2_i10	1715	1549.14	0	0
TRINITY_DN6828_c1_g2_i11	2015	1849.14	0	0
TRINITY_DN6828_c1_g2_i12	1777	1611.14	0	0
TRINITY_DN6828_c1_g2_i13	1717	1551.14	0	0
TRINITY_DN6828_c1_g2_i14	1909	1743.14	0	0
TRINITY_DN6828_c1_g2_i15	1733	1567.14	0	0
TRINITY_DN6828_c1_g2_i16	1703	1537.14	0	0
TRINITY_DN6828_c1_g2_i17	1655	1489.14	0	0
TRINITY_DN6828_c1_g2_i18	1671	1505.14	0	0
TRINITY_DN6828_c1_g2_i19	1839	1673.14	0	0
TRINITY_DN6828_c1_g2_i20	1893	1727.14	0	0
TRINITY_DN6828_c1_g2_i21	1831	1665.14	0	0
TRINITY_DN6828_c1_g3_i1	2249	2083.14	0	0
TRINITY_DN6828_c1_g3_i2	2162	1996.14	0	0
TRINITY_DN6828_c1_g3_i3	2201	2035.14	0	0
TRINITY_DN6828_c1_g3_i4	2274	2108.14	0	0
TRINITY_DN6828_c1_g3_i5	2313	2147.14	0	0
TRINITY_DN6828_c1_g3_i6	2114	1948.14	0	0
TRINITY_DN6828_c1_g3_i7	2237	2071.14	0	0
TRINITY_DN6828_c1_g3_i8	2226	2060.14	0	0
TRINITY_DN6828_c1_g3_i9	2177	2011.14	0	0
TRINITY_DN6828_c1_g4_i1	584	418.14	0	0
TRINITY_DN6830_c0_g1_i1	943	777.14	0	0
TRINITY_DN6830_c0_g1_i2	2796	2630.14	0	0
TRINITY_DN6830_c0_g2_i1	1440	1274.14	0	0
TRINITY_DN6830_c0_g2_i2	1491	1325.14	0	0
TRINITY_DN6808_c0_g1_i1	642	476.14	0	0
TRINITY_DN6808_c0_g2_i1	3104	2938.14	0	0
TRINITY_DN6808_c0_g2_i2	1347	1181.14	0	0
TRINITY_DN6808_c0_g2_i3	3160	2994.14	0	0
TRINITY_DN6808_c0_g3_i1	1248	1082.14	0	0
TRINITY_DN6863_c0_g1_i1	1812	1646.14	0	0
TRINITY_DN6863_c0_g1_i2	1808	1642.14	0	0
TRINITY_DN6863_c0_g1_i3	1606	1440.14	0	0
TRINITY_DN6863_c0_g1_i4	1758	1592.14	0	0
TRINITY_DN6863_c0_g1_i5	1823	1657.14	0	0
TRINITY_DN6863_c0_g1_i6	1281	1115.14	0	0
TRINITY_DN6863_c0_g1_i7	1653	1487.14	0	0
TRINITY_DN6817_c0_g1_i1	5991	5825.14	0	0
TRINITY_DN6817_c0_g1_i2	6091	5925.14	0	0
TRINITY_DN6817_c0_g2_i1	2401	2235.14	0	0
TRINITY_DN6817_c0_g2_i2	2456	2290.14	0	0
TRINITY_DN6817_c0_g2_i3	2403	2237.14	0	0
TRINITY_DN6817_c0_g2_i4	2455	2289.14	0	0
TRINITY_DN6817_c0_g2_i5	2508	2342.14	0	0
TRINITY_DN6837_c0_g1_i1	1147	981.14	0	0
TRINITY_DN6837_c0_g2_i1	430	265.531	0	0
TRINITY_DN6837_c0_g3_i1	601	435.14	0	0
TRINITY_DN6837_c0_g4_i1	1202	1036.14	0	0
TRINITY_DN6837_c0_g4_i2	1148	982.14	0	0
TRINITY_DN6837_c0_g5_i1	1536	1370.14	0	0
TRINITY_DN6837_c0_g5_i2	1246	1080.14	0	0
TRINITY_DN6837_c0_g5_i3	1483	1317.14	0	0
TRINITY_DN6837_c0_g5_i4	1432	1266.14	0	0
TRINITY_DN6837_c0_g5_i5	1487	1321.14	0	0
TRINITY_DN6837_c0_g6_i1	1066	900.14	0	0
TRINITY_DN6886_c0_g1_i1	3148	2982.14	0	0
TRINITY_DN6886_c0_g1_i2	3207	3041.14	0	0
TRINITY_DN6886_c0_g1_i3	1939	1773.14	0	0
TRINITY_DN6886_c0_g1_i4	1998	1832.14	0	0
TRINITY_DN6886_c0_g1_i5	3255	3089.14	0	0
TRINITY_DN6886_c0_g1_i6	1835	1669.14	0	0
TRINITY_DN6886_c0_g1_i7	1891	1725.14	0	0
TRINITY_DN6886_c0_g1_i8	3044	2878.14	0	0
TRINITY_DN6886_c0_g1_i9	3092	2926.14	0	0
TRINITY_DN6897_c0_g1_i1	1775	1609.14	0	0
TRINITY_DN6897_c0_g1_i2	1570	1404.14	0	0
TRINITY_DN6897_c0_g1_i3	1627	1461.14	0	0
TRINITY_DN6897_c0_g1_i4	1728	1562.14	0	0
TRINITY_DN6897_c0_g1_i5	1616	1450.14	0	0
TRINITY_DN6897_c0_g1_i6	1687	1521.14	0	0
TRINITY_DN6897_c0_g1_i7	1630	1464.14	0	0
TRINITY_DN6897_c0_g1_i8	1682	1516.14	0	0
TRINITY_DN6824_c0_g1_i1	1998	1832.14	0	0
TRINITY_DN6824_c0_g1_i2	2098	1932.14	0	0
TRINITY_DN6824_c0_g1_i3	2001	1835.14	0	0
TRINITY_DN6824_c0_g1_i4	1623	1457.14	0	0
TRINITY_DN6824_c0_g1_i5	1947	1781.14	0	0
TRINITY_DN6824_c0_g1_i6	2000	1834.14	0	0
TRINITY_DN6824_c0_g1_i7	1909	1743.14	0	0
TRINITY_DN6824_c0_g1_i8	1953	1787.14	0	0
TRINITY_DN6824_c0_g1_i9	1955	1789.14	0	0
TRINITY_DN6824_c0_g1_i10	1903	1737.14	0	0
TRINITY_DN6824_c0_g1_i11	2046	1880.14	0	0
TRINITY_DN6824_c0_g1_i12	1841	1675.14	0	0
TRINITY_DN6824_c0_g1_i13	2054	1888.14	0	0
TRINITY_DN6824_c0_g1_i14	1961	1795.14	0	0
TRINITY_DN6824_c0_g1_i15	1901	1735.14	0	0
TRINITY_DN6824_c0_g1_i16	900	734.14	0	0
TRINITY_DN6824_c0_g1_i17	1791	1625.14	0	0
TRINITY_DN6824_c0_g1_i18	1999	1833.14	0	0
TRINITY_DN6824_c0_g1_i19	1949	1783.14	0	0
TRINITY_DN6824_c0_g1_i20	2009	1843.14	0	0
TRINITY_DN6824_c0_g1_i21	1907	1741.14	0	0
TRINITY_DN6824_c0_g1_i22	1955	1789.14	0	0
TRINITY_DN6824_c0_g1_i23	1081	915.14	0	0
TRINITY_DN6824_c0_g1_i24	1837	1671.14	0	0
TRINITY_DN6824_c0_g1_i25	2051	1885.14	0	0
TRINITY_DN6824_c0_g1_i26	1948	1782.14	0	0
TRINITY_DN6824_c0_g1_i27	1855	1689.14	0	0
TRINITY_DN6824_c0_g1_i28	2007	1841.14	0	0
TRINITY_DN6824_c0_g2_i1	360	198.415	0	0
TRINITY_DN6854_c0_g1_i1	425	260.531	0	0
TRINITY_DN6854_c0_g2_i1	1123	957.14	0	0
TRINITY_DN6854_c0_g2_i2	1074	908.14	0	0
TRINITY_DN6854_c0_g2_i3	1063	897.14	0	0
TRINITY_DN6854_c0_g2_i4	1014	848.14	0	0
TRINITY_DN6854_c0_g2_i5	1112	946.14	0	0
TRINITY_DN6854_c0_g2_i6	1063	897.14	0	0
TRINITY_DN6854_c0_g2_i7	1048	882.14	0	0
TRINITY_DN6854_c0_g2_i8	1059	893.14	0	0
TRINITY_DN6854_c0_g2_i9	1074	908.14	0	0
TRINITY_DN6854_c0_g2_i10	999	833.14	0	0
TRINITY_DN6854_c0_g2_i11	1025	859.14	0	0
TRINITY_DN6854_c1_g1_i1	1328	1162.14	0	0
TRINITY_DN6854_c1_g1_i2	1404	1238.14	0	0
TRINITY_DN6854_c1_g1_i3	1344	1178.14	0	0
TRINITY_DN6854_c1_g1_i4	1468	1302.14	0	0
TRINITY_DN6854_c1_g1_i5	1388	1222.14	0	0
TRINITY_DN6854_c1_g1_i6	1522	1356.14	0	0
TRINITY_DN6854_c1_g1_i7	1638	1472.14	0	0
TRINITY_DN6854_c1_g1_i8	1528	1362.14	0	0
TRINITY_DN6854_c1_g1_i9	1300	1134.14	0	0
TRINITY_DN6854_c1_g1_i10	1578	1412.14	0	0
TRINITY_DN6854_c1_g1_i11	1582	1416.14	0	0
TRINITY_DN6835_c0_g1_i1	1811	1645.14	0	0
TRINITY_DN6835_c0_g1_i2	1924	1758.14	0	0
TRINITY_DN6835_c0_g1_i3	964	798.14	0	0
TRINITY_DN6835_c0_g1_i4	1922	1756.14	0	0
TRINITY_DN6835_c0_g1_i5	1869	1703.14	0	0
TRINITY_DN6835_c0_g1_i6	911	745.14	0	0
TRINITY_DN6835_c0_g1_i7	1866	1700.14	0	0
TRINITY_DN6815_c0_g1_i1	3831	3665.14	0	0
TRINITY_DN6815_c0_g1_i2	3779	3613.14	0	0
TRINITY_DN6815_c0_g1_i3	870	704.14	0	0
TRINITY_DN6815_c0_g1_i4	3718	3552.14	0	0
TRINITY_DN6815_c0_g1_i5	3668	3502.14	0	0
TRINITY_DN6815_c0_g1_i6	3770	3604.14	0	0
TRINITY_DN6815_c0_g1_i7	3834	3668.14	0	0
TRINITY_DN6815_c0_g1_i8	1049	883.14	0	0
TRINITY_DN6815_c0_g1_i9	3773	3607.14	0	0
TRINITY_DN6815_c0_g1_i10	3723	3557.14	0	0
TRINITY_DN6815_c0_g1_i11	811	645.14	0	0
TRINITY_DN6845_c0_g1_i1	283	126.438	0	0
TRINITY_DN6845_c0_g2_i1	243	92.9881	0	0
TRINITY_DN6845_c0_g3_i1	293	136.438	0	0
TRINITY_DN6845_c0_g4_i1	243	92.9881	0	0
TRINITY_DN6858_c0_g1_i1	338	176.415	0	0
TRINITY_DN6858_c0_g2_i1	315	153.415	0	0
TRINITY_DN6858_c0_g3_i1	338	176.415	0	0
TRINITY_DN6858_c0_g4_i1	338	176.415	0	0
TRINITY_DN6849_c0_g1_i1	2723	2557.14	0	0
TRINITY_DN6849_c0_g1_i2	2568	2402.14	0	0
TRINITY_DN6849_c0_g1_i3	2510	2344.14	0	0
TRINITY_DN6849_c0_g1_i4	2657	2491.14	0	0
TRINITY_DN6849_c0_g1_i5	2444	2278.14	0	0
TRINITY_DN6849_c0_g1_i6	2502	2336.14	0	0
TRINITY_DN6849_c0_g1_i7	2715	2549.14	0	0
TRINITY_DN6842_c0_g1_i1	3694	3528.14	0	0
TRINITY_DN6842_c0_g1_i2	3734	3568.14	0	0
TRINITY_DN6842_c0_g1_i3	3642	3476.14	0	0
TRINITY_DN6842_c0_g1_i4	3864	3698.14	0	0
TRINITY_DN6842_c0_g1_i5	2485	2319.14	0	0
TRINITY_DN6842_c0_g1_i6	3682	3516.14	0	0
TRINITY_DN6842_c0_g1_i7	3746	3580.14	0	0
TRINITY_DN6842_c0_g1_i8	3812	3646.14	0	0
TRINITY_DN6842_c0_g1_i9	940	774.14	0	0
TRINITY_DN6842_c0_g1_i10	3824	3658.14	0	0
TRINITY_DN6842_c0_g1_i11	3720	3554.14	0	0
TRINITY_DN6842_c0_g1_i12	3838	3672.14	0	0
TRINITY_DN6842_c0_g1_i13	3668	3502.14	0	0
TRINITY_DN6842_c0_g1_i14	3772	3606.14	0	0
TRINITY_DN6842_c0_g1_i15	3590	3424.14	0	0
TRINITY_DN6842_c0_g1_i16	3916	3750.14	0	0
TRINITY_DN6842_c0_g1_i17	3786	3620.14	0	0
TRINITY_DN6842_c0_g1_i18	797	631.14	0	0
TRINITY_DN6829_c0_g1_i1	846	680.14	0	0
TRINITY_DN6829_c0_g2_i1	4307	4141.14	0	0
TRINITY_DN6829_c0_g2_i2	3035	2869.14	0	0
TRINITY_DN6829_c0_g2_i3	1123	957.14	0	0
TRINITY_DN6829_c0_g2_i4	2156	1990.14	0	0
TRINITY_DN6829_c0_g2_i5	3097	2931.14	0	0
TRINITY_DN6829_c0_g2_i6	4245	4079.14	0	0
TRINITY_DN6829_c0_g2_i7	1772	1606.14	0	0
TRINITY_DN6839_c0_g1_i1	251	97.8377	0	0
TRINITY_DN6839_c0_g2_i1	282	125.438	0	0
TRINITY_DN6839_c0_g3_i1	676	510.14	0	0
TRINITY_DN6881_c0_g1_i1	539	373.14	0	0
TRINITY_DN6881_c0_g1_i2	794	628.14	0	0
TRINITY_DN6865_c0_g1_i1	1929	1763.14	0	0
TRINITY_DN6865_c0_g1_i2	1962	1796.14	0	0
TRINITY_DN6865_c0_g2_i1	270	113.438	0	0
TRINITY_DN6878_c0_g1_i1	828	662.14	0	0
TRINITY_DN6878_c0_g1_i2	773	607.14	0	0
TRINITY_DN6878_c0_g1_i3	761	595.14	0	0
TRINITY_DN6878_c0_g1_i4	816	650.14	0	0
TRINITY_DN6895_c0_g1_i1	2828	2662.14	0	0
TRINITY_DN6895_c0_g1_i2	2881	2715.14	0	0
TRINITY_DN6895_c0_g1_i3	2944	2778.14	0	0
TRINITY_DN6895_c0_g1_i4	2891	2725.14	0	0
TRINITY_DN6895_c0_g1_i5	983	817.14	0	0
TRINITY_DN6895_c0_g1_i6	2879	2713.14	0	0
TRINITY_DN6895_c0_g1_i7	2932	2766.14	0	0
TRINITY_DN6895_c0_g1_i8	2941	2775.14	0	0
TRINITY_DN6895_c0_g2_i1	2311	2145.14	0	0
TRINITY_DN6895_c0_g2_i2	2312	2146.14	0	0
TRINITY_DN6895_c0_g2_i3	2259	2093.14	0	0
TRINITY_DN6895_c0_g2_i4	2326	2160.14	0	0
TRINITY_DN6895_c0_g2_i5	2314	2148.14	0	0
TRINITY_DN6895_c0_g2_i6	2364	2198.14	0	0
TRINITY_DN6873_c0_g1_i1	309	147.415	0	0
TRINITY_DN6873_c0_g2_i1	224	82.7777	0	0
TRINITY_DN6873_c0_g3_i1	280	123.438	0	0
TRINITY_DN6873_c0_g4_i1	355	193.415	0	0
TRINITY_DN6801_c0_g1_i1	1215	1049.14	0	0
TRINITY_DN6801_c0_g1_i2	1675	1509.14	0	0
TRINITY_DN6801_c0_g1_i3	1170	1004.14	0	0
TRINITY_DN6801_c0_g1_i4	1113	947.14	0	0
TRINITY_DN6801_c0_g1_i5	1722	1556.14	0	0
TRINITY_DN6801_c0_g1_i6	1280	1114.14	0	0
TRINITY_DN6801_c0_g1_i7	1220	1054.14	0	0
TRINITY_DN6801_c0_g1_i8	808	642.14	0	0
TRINITY_DN6801_c0_g1_i9	1730	1564.14	0	0
TRINITY_DN6801_c0_g1_i10	1215	1049.14	0	0
TRINITY_DN6801_c0_g1_i11	1728	1562.14	0	0
TRINITY_DN6801_c0_g1_i12	1165	999.14	0	0
TRINITY_DN6801_c0_g2_i1	791	625.14	0	0
TRINITY_DN6801_c0_g3_i1	895	729.14	0	0
TRINITY_DN6801_c0_g3_i2	840	674.14	0	0
TRINITY_DN6890_c1_g1_i1	225	83.0051	0	0
TRINITY_DN6890_c2_g1_i1	731	565.14	0	0
TRINITY_DN6890_c2_g1_i2	784	618.14	0	0
TRINITY_DN6890_c2_g1_i3	749	583.14	0	0
TRINITY_DN6890_c2_g1_i4	843	677.14	0	0
TRINITY_DN6890_c2_g1_i5	540	374.14	0	0
TRINITY_DN6890_c2_g1_i6	720	554.14	0	0
TRINITY_DN6890_c2_g1_i7	854	688.14	0	0
TRINITY_DN6890_c2_g1_i8	913	747.14	0	0
TRINITY_DN6890_c2_g1_i9	808	642.14	0	0
TRINITY_DN6890_c2_g1_i10	790	624.14	0	0
TRINITY_DN6814_c0_g1_i1	633	467.14	0	0
TRINITY_DN6814_c0_g2_i1	1159	993.14	0	0
TRINITY_DN6814_c0_g2_i2	1101	935.14	0	0
TRINITY_DN6814_c0_g3_i1	748	582.14	0	0
TRINITY_DN6814_c0_g3_i2	775	609.14	0	0
TRINITY_DN6814_c0_g3_i3	742	576.14	0	0
TRINITY_DN6814_c0_g3_i4	812	646.14	0	0
TRINITY_DN6814_c0_g3_i5	696	530.14	0	0
TRINITY_DN6855_c0_g1_i1	1707	1541.14	0	0
TRINITY_DN6855_c0_g1_i2	1766	1600.14	0	0
TRINITY_DN6855_c0_g1_i3	1656	1490.14	0	0
TRINITY_DN6855_c0_g1_i4	1604	1438.14	0	0
TRINITY_DN6855_c0_g1_i5	1714	1548.14	0	0
TRINITY_DN6855_c0_g2_i1	489	324.531	0	0
TRINITY_DN6809_c0_g1_i1	250	96.9175	0	0
TRINITY_DN6809_c0_g2_i1	325	163.415	0	0
TRINITY_DN6809_c0_g3_i1	325	163.415	0	0
TRINITY_DN6809_c0_g4_i1	391	227.65	0	0
TRINITY_DN6809_c0_g5_i1	215	76.3255	0	0
TRINITY_DN6809_c0_g6_i1	256	100.405	0	0
TRINITY_DN6809_c0_g7_i1	333	171.415	0	0
TRINITY_DN6809_c0_g8_i1	333	171.415	0	0
TRINITY_DN6827_c0_g1_i1	1294	1128.14	0	0
TRINITY_DN6827_c0_g1_i2	1235	1069.14	0	0
TRINITY_DN6827_c0_g1_i3	1288	1122.14	0	0
